c_fail,c_rescued,c_extra_walk,both_failed,horizon,axis,cutoff,dest,ts_kst,changed,top1_changed,a_fail,b_fail,rescued,harmed,extra_walk,extra_fare,n_candidates,dropped_candidates
0,0,0,0,60,walk,0.4,안양시청,2026-09-03 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-03 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-03 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-03 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-03 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-03 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-03 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-03 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-03 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-03 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-03 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-03 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-03 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-03 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-03 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-03 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-03 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-03 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-03 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-03 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-03 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-03 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-03 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-03 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-04 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-04 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-04 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-04 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-04 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-04 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-04 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-04 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-04 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-04 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-04 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-04 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-04 04:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-04 04:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-04 04:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-04 04:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-04 04:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-04 04:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-04 06:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-04 06:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-04 06:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-04 06:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-04 06:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-04 06:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-04 08:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-04 08:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-04 08:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-04 08:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-04 08:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-04 08:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-04 10:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-04 10:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-04 10:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-04 10:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-04 10:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-04 10:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-04 12:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-04 12:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-04 12:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-04 12:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-04 12:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-04 12:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-04 14:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-04 14:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-04 14:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-04 14:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-04 14:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-04 14:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-04 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-04 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-04 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-04 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-04 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-04 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-04 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-04 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-04 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-04 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-04 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-04 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-04 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-04 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-04 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-04 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-04 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-04 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-04 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-04 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-04 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-04 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-04 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-04 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-05 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-05 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-05 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-05 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-05 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-05 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-05 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-05 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-05 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-05 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-05 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-05 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-05 04:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-05 04:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-05 04:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-05 04:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-05 04:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-05 04:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-05 06:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-05 06:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-05 06:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-05 06:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-05 06:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-05 06:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-05 08:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-05 08:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-05 08:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-05 08:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-05 08:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-05 08:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-05 10:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-05 10:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-05 10:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-05 10:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-05 10:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-05 10:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-05 12:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-05 12:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-05 12:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-05 12:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-05 12:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-05 12:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-05 14:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-05 14:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-05 14:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-05 14:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-05 14:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-05 14:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-05 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-05 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-05 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-05 16:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-05 16:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-05 16:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-05 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-05 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-05 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-05 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-05 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-05 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-05 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-05 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-05 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-05 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-05 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-05 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-05 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-05 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-05 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-05 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-05 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-05 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-06 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-06 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-06 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-06 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-06 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-06 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-06 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-06 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-06 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-06 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-06 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-06 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-06 04:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-06 04:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-06 04:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-06 04:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-06 04:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-06 04:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-06 06:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-06 06:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-06 06:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-06 06:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-06 06:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-06 06:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-06 08:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-06 08:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-06 08:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-06 08:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-06 08:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-06 08:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-06 10:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-06 10:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-06 10:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-06 10:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-06 10:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-06 10:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-06 12:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-06 12:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-06 12:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-06 12:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-06 12:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-06 12:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-06 14:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-06 14:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-06 14:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-06 14:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-06 14:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-06 14:00:00,1,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-06 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-06 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-06 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-06 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-06 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-06 16:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-06 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-06 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-06 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-06 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-06 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-06 18:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-06 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-06 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-06 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-06 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-06 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-06 20:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-06 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-06 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-06 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-06 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-06 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-06 22:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-07 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-07 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-07 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-07 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-07 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-07 00:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.4,안양시청,2026-09-07 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.5,안양시청,2026-09-07 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,walk,0.6,안양시청,2026-09-07 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.4,안양시청,2026-09-07 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.5,안양시청,2026-09-07 02:00:00,0,0,0,0,0,0,0,0,4,4
0,0,0,0,60,fare,0.6,안양시청,2026-09-07 02:00:00,0,0,0,0,0,0,0,0,4,4
